,likes,mediaid,caption,url,shortcode,comments,typename,caption_hashtags,tagged_users,date,caption_mentions,is_video,id,owner_username,owner_id,video_url
49,31,1.4479E+18,It’s International Day of Women and Girls in Science! Join us in celebrating as we profile some of NRCan’s own women in science!,https://instagram.fyvr3-1.fna.fbcdn.net/vp/68ae203215ecec35cd2a00a0cd589807/5AF56DD7/t51.2885-15/e35/16464705_1530212170352172_7772408921783795712_n.jpg,BQX9fszhOvO,1,GraphImage,"[""internationalwomensday"",""womeninscience"",""nrcansci"",""iwd"",""stemgirls"",""girlslovescience""]",[],2017-02-11T06:18:26,[],FALSE,2017-02-11_06-18-26,naturalresourcescanada,4211313612,
50,19,1.44947E+18,"Meet Emily Hope, NRCan Forest Resource Economist. Emily is bridging the gap between economics and traditional science in Canada’s forestry sector.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/f3efec6b45763307dcf5f57bf60a03d5/5AEFCD5C/t51.2885-15/e35/16583735_943181629149150_4052634963302940672_n.jpg,BQdjPurhIbx,0,GraphImage,"[""womeninscience"",""nrcansci"",""stemgirls"",""girlslovescience""]",[],2017-02-13T10:24:31,[],FALSE,2017-02-13_10-24-31,naturalresourcescanada,4211313612,
51,20,1.4502E+18,"Based in Sidney B.C., NRCan Earthquake Seismologist Alison Bird says:“I enjoy learning about Western Canada’s tectonics, earthquakes and related risks and sharing my knowledge with others”",https://instagram.fyvr3-1.fna.fbcdn.net/vp/f8b0d659b8e3eaee83be9e3b1e24ddaf/5AF38675/t51.2885-15/e35/16584875_578282192373312_6731326892391006208_n.jpg,BQgI9OahojJ,0,GraphImage,"[""womeninscience"",""nrcansci"",""stemgirls"",""girlslovescience""]",[],2017-02-14T10:32:31,[],FALSE,2017-02-14_10-32-31,naturalresourcescanada,4211313612,
52,14,1.45092E+18,Geoscientist Malaika Ulmi is working to reduce risk from natural hazards and support a culture of science-based decision-making,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1ba04cb3cb23f510505b343433a72131/5ADB91AB/t51.2885-15/e35/16584787_331099100619655_5749425771420581888_n.jpg,BQisGNdhozU,0,GraphImage,"[""womeninscience"",""geoscience"",""nrcansci"",""stemgirls"",""girlslovescience""]",[],2017-02-15T10:18:03,[],FALSE,2017-02-15_10-18-03,naturalresourcescanada,4211313612,
53,16,1.45158E+18,to when Chief Scientist Donna Kirkwood was the st female Director General of the Geological Survey of Canada,https://instagram.fyvr3-1.fna.fbcdn.net/vp/316d3b3fda8ebaceb64fb873a3e523b7/5AD9D17D/t51.2885-15/e35/16464813_722838837879829_827259513512919040_n.jpg,BQlDxUKhBK1,0,GraphImage,"[""tbt"",""womeninscience"",""gsc175"",""stemgirls""]",[],2017-02-16T08:23:24,[],FALSE,2017-02-16_08-23-24,naturalresourcescanada,4211313612,
54,12,1.45165E+18,"Canada’s Minister of Natural Resources, the Honourable Jim Carr, tours the tradeshow floor with Greg Hay, Executive Director, Pulp and Paper Technical Association of Canada (PAPTAC) and Pierre Lapointe, CEO, FPInnovations, at the PaperWeek Canada Conference in Montreal on Wednesday, February , . 🇨🇦",https://instagram.fyvr3-1.fna.fbcdn.net/vp/c31b2fcc03f8ed299fb91fb7a9138f66/5AF4E1AD/t51.2885-15/e35/16788954_620175838174934_1850650297735577600_n.jpg,BQlT0aCBlgW,0,GraphImage,"[""naturalresources"",""pulp"",""paper"",""paperweekcanada"",""montreal"",""innovation""]",[],2017-02-16T10:43:38,[],FALSE,2017-02-16_10-43-38,naturalresourcescanada,4211313612,
55,8,1.45166E+18,"Canada’s Minister of Natural Resources, the Honourable Jim Carr, speaks on the modernization of the forest products industry at the PaperWeek Canada conference in Montreal on Wednesday, February , . PaperWeek Canada is an annual conference and tradeshow bringing together Canada’s pulp and paper industry leaders. 🇨🇦",https://instagram.fyvr3-1.fna.fbcdn.net/vp/eea770381114e491f070565f2df4a8dd/5ADDE9FB/t51.2885-15/e35/16789505_1165843643513962_5417276270880751616_n.jpg,BQlWUEFg5xs,1,GraphImage,"[""naturalresources"",""modernization"",""forest"",""paperweekcanada"",""paper"",""pulp"",""industry"",""montreal"",""innovation""]",[],2017-02-16T11:05:26,[],FALSE,2017-02-16_11-05-26,naturalresourcescanada,4211313612,
56,21,1.45173E+18,Research Scientist Vicki Tschirhart takes gravity measurements as part of the Geomapping Energy Minerals program,https://instagram.fyvr3-1.fna.fbcdn.net/vp/986c9a4800177335b270920cd8725031/5AEAE837/t51.2885-15/e35/16790044_380203935691015_3680146846451236864_n.jpg,BQllhu6AC5g,0,GraphImage,"[""womeninscience"",""scienceselfie"",""nrcansci"",""stemgirls"",""girlslovescience""]",[],2017-02-16T13:18:22,[],FALSE,2017-02-16_13-18-22,naturalresourcescanada,4211313612,
57,15,1.45229E+18,Check out M.-C. Williamson and colleague in front of their field camp on Axel Heiberg Isl.,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fd6cbafb916012ed055ef1de6a21e2ce/5AF85DD3/t51.2885-15/e35/16583833_1336133283111585_7574183669833662464_n.jpg,BQnlGqlA67d,0,GraphImage,"[""fieldpostcards"",""womeninscience"",""nrcansci"",""stemgirls"",""girlslovescience""]",[],2017-02-17T07:53:09,[],FALSE,2017-02-17_07-53-09,naturalresourcescanada,4211313612,
58,12,1.45458E+18,Research scientist Suzanne Paradis is the modern day Indiana Jones! Her research helps to unlock the mysteries of Canada’s deposits ,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0e349a20ed31c1c4a5be1722474baf76/5AF6FDBE/t51.2885-15/e35/16585524_1423085954400490_5667161930633052160_n.jpg,BQvsK_cgfNF,0,GraphImage,"[""mineral"",""womeninscience"",""nrcansci"",""stemgirls"",""girlslovescience"",""indianajones""]",[],2017-02-20T11:28:50,[],FALSE,2017-02-20_11-28-50,naturalresourcescanada,4211313612,
59,11,1.45458E+18,Dr. Joanne Gamage McEvoy and Derek Smith view rock samples with a micro XRD to obtain mineralogical information,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a7805e355153af98143ff9f8f1a0f06d/5AF9C4D0/t51.2885-15/e35/16585649_1872489626331542_6553081553423958016_n.jpg,BQvsZ6jgsDX,0,GraphImage,"[""womeninscience"",""scienceselfie"",""nrcansci"",""stemgirls"",""girlslovescience""]",[],2017-02-20T11:30:52,[],FALSE,2017-02-20_11-30-52,naturalresourcescanada,4211313612,
60,21,1.4553E+18,"As a scientist with the Geological Survey of Canada, Michelle Cote has been to many Canadian Arctic locations to investigate research questions related to geohazards & ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/7cdf3fe184fc76a52d477c5d1383ac4d/5AF88A3D/t51.2885-15/e35/16789564_418039551867717_5278986230984343552_n.jpg,BQySB11AnbV,0,GraphImage,"[""climatechange"",""womeninscience"",""nrcansci"",""stemgirls"",""girlslovescience"",""gsc175""]",[],2017-02-21T11:38:07,[],FALSE,2017-02-21_11-38-07,naturalresourcescanada,4211313612,
61,15,1.45586E+18,"“I’m a scientist because life is fascinating and tangible, practical contributions to the world are within our grasp” – Carolyn Smyth, NRCan Research Scientist Carolyn Smyth’s research examines how the forest sector can contribute to mitigation through changes in forest management and wood use ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/4ce1f100a4d78db8f8bddbc6a6016727/5AFAC56C/t51.2885-15/e35/16908540_1208082462593125_5019509114691125248_n.jpg,BQ0QxX8g_7U,0,GraphImage,"[""climatechange"",""womeninscience"",""nrcansci"",""stemgirls"",""girlslovescience""]",[],2017-02-22T06:05:37,[],FALSE,2017-02-22_06-05-37,naturalresourcescanada,4211313612,
62,9,1.45659E+18,NRCan Volcanologist Melanie Kelman studies and monitors Canada volcanoes and prepares to deal with volcanic unrest ,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fae0015ce22af8d9ecdce39c434e549d/5AE9F364/t51.2885-15/e35/16788951_642696739263397_3581568821497954304_n.jpg,BQ22Rpyg-YC,0,GraphImage,"[""womeninscience"",""volcanos"",""nrcansci"",""stemgirls"",""girlslovescience""]",[],2017-02-23T06:11:49,[],FALSE,2017-02-23_06-11-49,naturalresourcescanada,4211313612,
63,7,1.4567E+18,"The Honourable Jim Carr, Canada’s Minister of Natural Resources, delivers remarks on the role of nuclear energy in Canada’s low-carbon economy during the Canadian Nuclear Association Conference and Trade Show in Ottawa on February , .",https://instagram.fyvr3-1.fna.fbcdn.net/vp/338b9154b1e6fb422b1b9bf8d16cfa17/5AEC543D/t51.2885-15/e35/16228907_276584442778337_5199579788989169664_n.jpg,BQ3PKaygldd,0,GraphImage,"[""nuclear"",""naturalresources"",""lowcarbon"",""economy"",""nuclearenergy""]",[],2017-02-23T09:49:16,[],FALSE,2017-02-23_09-49-16,naturalresourcescanada,4211313612,
64,10,1.45679E+18,Minister Carr and Parliamentary Secretary Rudd discuss the role of nuclear energy in a low-carbon economy with nuclear innovation leaders at the Trade Show,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e9905c55b94fcdac8fd6709d0cbe4baa/5ADF7414/t51.2885-15/s1080x1080/e15/fr/16788612_1702440793388360_2523496262259441664_n.jpg,BQ3kFKFARX_,0,GraphImage,"[""cna2017"",""lowcarbon"",""nuclear"",""innovation"",""missioninnovation"",""cleanenergy""]",[],2017-02-23T12:52:03,[],FALSE,2017-02-23_12-52-03,naturalresourcescanada,4211313612,
65,11,1.45745E+18,"Meet Lynn Johnston, Wildland Fire Researcher. Lynn’s research helps to predict and manage forest fires that might threaten human lives and infrastructure ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/b4ecb7dbe92713e9b808d6903098a071/5AF04886/t51.2885-15/e35/16908512_253500505106118_3335671567160967168_n.jpg,BQ54vO-AfD_,0,GraphImage,"[""womeninscience"",""nrcansci"",""stemgirls"",""girlslovescience"",""forestfires""]",[],2017-02-24T10:31:03,[],FALSE,2017-02-24_10-31-03,naturalresourcescanada,4211313612,
66,10,1.45755E+18,Do you love forests? Grab your smartphone and get out into your local forest to record a video selfie elaining how forests energize you — and help mark the International Day of Forests on March .,https://instagram.fyvr3-1.fna.fbcdn.net/vp/994202ae4ba8b0dc6dd8667f17d3c51a/5AD86EED/t51.2885-15/e35/16789470_1947506418811209_941907665410326528_n.jpg,BQ6Q335g1WN,0,GraphImage,"[""intlforestday"",""loveforest""]",[],2017-02-24T14:01:56,[],FALSE,2017-02-24_14-01-56,naturalresourcescanada,4211313612,
67,21,1.45968E+18,"NRCan forest officer Katalijn MacAfee promotes CFS science, tools and techniques to help forest and reclamation practitioners in their operations. ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/1c6c8fa583dea48cc51a694c5f9ab497/5AE7CDB8/t51.2885-15/e35/16906392_181420415684294_3082896047253487616_n.jpg,BRBzt27gVcw,0,GraphImage,"[""womeninscience"",""stemgirls"",""girlslovescience"",""nrcansci""]",[],2017-02-27T12:21:06,[],FALSE,2017-02-27_12-21-06,naturalresourcescanada,4211313612,
68,12,1.46023E+18,Entomologist Johanne Delisle says science is a privilege that allows us to satisfy our curiosity & to make extraordinary discoveries. Her work is dedicated to gaining basic knowledge of the & the hemlock looper’s epidemic cycle. ,https://instagram.fyvr3-1.fna.fbcdn.net/vp/87a01737e9764b9acc619c1398508fb0/5AE5917C/t51.2885-15/e35/17077007_217106275431835_839838351736438784_n.jpg,BRDxEPQgFt-,0,GraphImage,"[""sprucebudworm"",""womeninscience"",""stemgirls"",""girlslovescience"",""nrcansci""]",[],2017-02-28T06:36:25,[],FALSE,2017-02-28_06-36-25,naturalresourcescanada,4211313612,
69,16,1.46023E+18,Catherine McNalty and Cindy Shaw collect soil samples to inform forest reclamation for the Forest Floor Recovery Index Manual.,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6bcf4e9e603c5ddce4ad95c4e1dee3e8/5AE72A79/t51.2885-15/e35/16788495_727058897471523_2953086824009957376_n.jpg,BRDyeLmAqdA,0,GraphImage,"[""womeninscience"",""stemgirls"",""girlslovescience"",""nrcansci""]",[],2017-02-28T06:48:42,[],FALSE,2017-02-28_06-48-42,naturalresourcescanada,4211313612,
70,13,1.4611E+18,"With a specialty in catalysis and reaction engineering, Dr. Cecile Siewe is the DG for CanmetENERGY. Her lab conducts research into the development of tech for a range of options. ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/318893214a89455c4535314078d60dce/5AD964B5/t51.2885-15/e35/16908795_1037289633081115_577150098849398784_n.jpg,BRG3PjcAv97,0,GraphImage,"[""cleanenergy"",""womeninscience"",""stemgirls"",""girlslovescience"",""nrcansci""]",[],2017-03-01T11:28:07,[],FALSE,2017-03-01_11-28-07,naturalresourcescanada,4211313612,
71,20,1.46238E+18,"Canada’s st woman to fly in space, Dr. Roberta Bondar, worked at NRCan’s Great Lakes Forestry Research Centre. She was hired as a student in to work on forest tent caterpillar studies. Dr. Bondar visited to GLFC shortly after her return from space and was presented w/ a brooch that was a replica of a ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/bd11c39a95c2a24885480b918647cbe9/5AF89169/t51.2885-15/e35/16906698_406837286335124_262981809606754304_n.jpg,BRLZlTBgBUl,0,GraphSidecar,"[""sprucebudworm"",""funfact"",""womeninscience"",""stemgirls"",""girlslovescience"",""nrcansci""]",[],2017-03-03T05:45:08,[],FALSE,2017-03-03_05-45-08,naturalresourcescanada,4211313612,
72,8,1.46238E+18,CanmetMATERIALS research scientist Irina Pushkareva says she’s a scientist b/c she enjoys “resolving complex problems in the materials field.”,https://instagram.fyvr3-1.fna.fbcdn.net/vp/9fde01e4bea622e06bdedc4f9de54d61/5ADB755A/t51.2885-15/e35/16789410_385466905160328_341706309579571200_n.jpg,BRLZ8Udg9RZ,0,GraphImage,"[""womeninscience"",""stemgirls"",""girlslovescience"",""nrcansci""]",[],2017-03-03T05:48:17,[],FALSE,2017-03-03_05-48-17,naturalresourcescanada,4211313612,
73,7,1.46238E+18,Scientist Dr. Amanda Roe conducts research on population genetics and genomics of invasive and domestic forest insect pests. ,https://instagram.fyvr3-1.fna.fbcdn.net/vp/05a94bd12aaba53dce31ecc5698e7fa1/5AE7D2DF/t51.2885-15/e35/16908520_1792093104445913_2335576728501485568_n.jpg,BRLaTtuAohS,1,GraphImage,"[""womeninscience"",""stemgirls"",""girlslovescience"",""nrcansci""]",[],2017-03-03T05:51:28,[],FALSE,2017-03-03_05-51-28,naturalresourcescanada,4211313612,
74,14,1.46552E+18,Check out forest fire research specialist Chelene Hanes! She conducts studies on fire danger and fire behaviour using spatial analysis tools.,https://instagram.fyvr3-1.fna.fbcdn.net/vp/36f2643d28d805ee57e745585bd8be2f/5AEE9C16/t51.2885-15/e35/17125359_188716974953302_1862870063808249856_n.jpg,BRWlU6ogHV3,0,GraphImage,"[""womeninscience"",""stemgirls"",""girlslovescience"",""nrcansci""]",[],2017-03-07T13:59:24,[],FALSE,2017-03-07_13-59-24,naturalresourcescanada,4211313612,
75,14,1.46552E+18,"Meet Nikole Bingham-Koslowski, sedimentary basin geologist. Her research is helping unravel the geology and evolution of Canada’s Atlantic margin.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/1b60585547b15567ce390fa93899ee55/5AE3FF64/t51.2885-15/e35/17076644_1091224401007183_8717882926173257728_n.jpg,BRWlgpEgbek,0,GraphImage,"[""womeninscience"",""stemgirls"",""girlslovescience"",""nrcansci""]",[],2017-03-07T14:01:00,[],FALSE,2017-03-07_14-01-00,naturalresourcescanada,4211313612,
76,25,1.46552E+18,"NRCan Scientist Lisa Nykolaishen uses GPS to measure crustal motions caused by tectonic processes that generate earthquakes near Haida Gwaii, B.C.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/fbbe206f8b76610884b6e011efa1b652/5ADDC9BC/t51.2885-15/e35/17076873_1272821826135070_8347466203328937984_n.jpg,BRWlqqMg0Dc,1,GraphImage,"[""womeninscience"",""stemgirls"",""girlslovescience"",""nrcansci""]",[],2017-03-07T14:02:22,[],FALSE,2017-03-07_14-02-22,naturalresourcescanada,4211313612,
77,7,1.46612E+18,"Why is Joanne White a scientist? “I’m naturally curious, and I want my work to have meaning.” Specializing in the remote sensing of forest dynamics, Joanne detects the changes in the extent and health of Canada’s forests.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/b1bd814206f04162e08c4c7ec6e0ce5b/5AFA2AD7/t51.2885-15/e35/17076007_1430440060361234_3106872727953211392_n.jpg,BRYtAiqAgxD,0,GraphImage,"[""womeninscience"",""stemgirls"",""girlslovescience"",""nrcansci""]",[],2017-03-08T09:45:00,[],FALSE,2017-03-08_09-45-00,naturalresourcescanada,4211313612,
78,24,1.46612E+18,Happy International Women’s Day!Thank you for celebrating NRCan’s women in science with us!,https://instagram.fyvr3-1.fna.fbcdn.net/vp/65c075af0f5a14dbdc4e45f3342b9c82/5AFD8F17/t51.2885-15/e35/17126261_1850522938522612_4832665637744541696_n.jpg,BRYtI4OAgP4,0,GraphImage,"[""womeninscience"",""internationalwomensday"",""iwd"",""stemgirls"",""girlslovescience"",""nrcansci""]",[],2017-03-08T09:46:09,[],FALSE,2017-03-08_09-46-09,naturalresourcescanada,4211313612,
79,14,1.46612E+18,PS Rudd speaks to the importance of attracting more women into senior roles to lead the revolution,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a6be77f87470863c4e525aa3b7ce0a90/5AF52596/t51.2885-15/e35/17126962_209573836190401_6034910095807086592_n.jpg,BRYtSzGAn8D,0,GraphImage,"[""cleanenergy""]",[],2017-03-08T09:47:30,[],FALSE,2017-03-08_09-47-30,naturalresourcescanada,4211313612,
80,8,1.46612E+18,Minister Carr meets with CEO of Hess Corporationto discuss outlook of U.S.’s sector and implications on,https://instagram.fyvr3-1.fna.fbcdn.net/vp/51c02018de84cbbc1527eeeb73fc2327/5AF9F12D/t51.2885-15/e35/17076271_1432445283496420_5543589261896318976_n.jpg,BRYteAlg_pi,0,GraphImage,"[""oilandgas"",""canada"",""houston"",""hou"",""ceraweek""]",[],2017-03-08T09:49:02,[],FALSE,2017-03-08_09-49-02,naturalresourcescanada,4211313612,
81,18,1.47545E+18,"Forests are a dominant feature of Canada’s landscape and are central to its economy. Forests enrich the lives of all Canadians, offer a place of sanctuary and recreation and are fundamental to the cultural and spiritual values of Indigenous peoples. Forests provide habitat for wildlife, moderate climate and filter air and water. On International Day of Forests, March , take a moment to Celebrate Canada’s forests. ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/553b7c53fd43eb469e5353e3813c7863/5AF667D3/t51.2885-15/e35/17332913_654040091466418_2632375396904992768_n.jpg,BR528R5gHJy,1,GraphImage,"[""intforestday"",""cdnforests"",""wildlife"",""forest""]",[],2017-03-21T07:46:45,[],FALSE,2017-03-21_07-46-45,naturalresourcescanada,4211313612,
82,30,1.47563E+18,"Happy International Day of Forests! The health and well-being of our nation’s forests matters. Canada is proud of its world-recognized forest management practices. The Government of Canada is committed to the sustainable management of its forests so as to maintain their environmental, social and economic values and benefits over time. ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/d35c57acfe442f8ed7f8bcd0d38dc20a/5AFB6586/t51.2885-15/e35/17332469_265003753956343_3808528242176950272_n.jpg,BR6e4JngRFH,0,GraphImage,"[""intforestday"",""cdnforests"",""forest""]",[],2017-03-21T13:35:42,[],FALSE,2017-03-21_13-35-42,naturalresourcescanada,4211313612,
83,24,1.50293E+18,"— Last week we launched Generation Energy, and we want to hear from you. Share your ideas and participate in helping define Canada’s energy future. Visit GenerationEnergy.ca for ways to participate. ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/27ee44442b407496e146d14ccc07e80b/5AE1B664/t51.2885-15/e35/18161416_174632969726559_4791779529066545152_n.jpg,BTbfvBcATSD,0,GraphImage,"[""icymi"",""genenergy"",""energy"",""lowcarbon"",""cleanenergy"",""sustainable""]",[],2017-04-28T05:49:32,[],FALSE,2017-04-28_05-49-32,naturalresourcescanada,4211313612,
84,16,1.5117E+18,"“We want to hear your best ideas about how we make, move and use energy.” – PS Rudd addresses orgs at workshop. Generationenergy.ca",https://instagram.fyvr3-1.fna.fbcdn.net/vp/89eea01643e75077109434f4fc006391/5AD92960/t51.2885-15/e35/18382495_1293824127381620_8151351107466035200_n.jpg,BT6n5B7ATn8,0,GraphImage,"[""genenergy""]",[],2017-05-10T07:57:15,[],FALSE,2017-05-10_07-57-15,naturalresourcescanada,4211313612,
85,16,1.51386E+18,Elore with NRCat today at Booth St. from am–4 pm for some innovation & discovery fun!,https://instagram.fyvr3-1.fna.fbcdn.net/vp/842740c06b47a0fb2b58aaf0c5347c35/5AE6616B/t51.2885-15/e35/18381797_404720333260978_5433764306732711936_n.jpg,BUCULdDAyDW,1,GraphImage,"[""funfest"",""odysci""]",[],2017-05-13T07:38:56,"[""ottawatourism""]",FALSE,2017-05-13_07-38-56,naturalresourcescanada,4211313612,
86,14,1.51389E+18,is underway! Check out the bugs and at the Canadian Food Inspection Agency booth!,https://instagram.fyvr3-1.fna.fbcdn.net/vp/69e23c50fece562d673d29830f994f41/5AD81E8D/t51.2885-15/e35/18382141_293220824455251_5899374057660350464_n.jpg,BUCbbVWAazS,0,GraphImage,"[""funfest"",""insects"",""odysci""]",[],2017-05-13T08:42:16,[],FALSE,2017-05-13_08-42-16,naturalresourcescanada,4211313612,
87,13,1.5139E+18,We’re making ice cream at the Let's Talk Science booth! Join in on the fun at,https://instagram.fyvr3-1.fna.fbcdn.net/vp/9e7308df1fc6efa62ab407c66d26c3cc/5AE078A0/t51.2885-15/e35/18513577_1969876459910870_2844119762793922560_n.jpg,BUCdjdjAHwi,0,GraphImage,"[""funfest"",""odysci""]",[],2017-05-13T09:00:51,[],FALSE,2017-05-13_09-00-51,naturalresourcescanada,4211313612,
88,19,1.51391E+18,NRCat shared his view on his future at . Join him in the conversation,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3d740dd8669ff4b3d9feedc475bb0fb4/5AE71799/t51.2885-15/e35/18443787_125305548036227_7800738289845010432_n.jpg,BUCfWuygEWy,1,GraphImage,"[""energy"",""funfest"",""genenergy"",""odysci""]",[],2017-05-13T09:16:36,[],FALSE,2017-05-13_09-16-36,naturalresourcescanada,4211313612,
89,9,1.51391E+18,Canmet Elosives Research Lab is showcasing and the science behind it. Check them out at,https://instagram.fyvr3-1.fna.fbcdn.net/vp/be0ace64e5e36f8d645fcedc542f9567/5AF5BC52/t51.2885-15/e35/18444639_1659032374114469_3843271409455333376_n.jpg,BUCfhbEAx4f,0,GraphImage,"[""fireworks"",""funfest"",""odysci""]",[],2017-05-13T09:18:03,[],FALSE,2017-05-13_09-18-03,naturalresourcescanada,4211313612,
90,6,1.51392E+18,Are you at ? Tweet us at a picture of you at the event using !,https://instagram.fyvr3-1.fna.fbcdn.net/vp/5054a5ec3a4557ec4a3105d4cab00cad/5AF94AE2/t51.2885-15/e35/18382241_1920595968175780_5379443089381261312_n.jpg,BUCh9i0AuUZ,0,GraphImage,"[""funfest"",""odysci""]",[],2017-05-13T09:39:22,"[""nrcan""]",FALSE,2017-05-13_09-39-22,naturalresourcescanada,4211313612,
91,11,1.51397E+18,Show your love for science! Stop by the photo booth at,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a26e4711a30470b26361c78c9c1c9398/5AED8B28/t51.2885-15/e35/18444913_1933004876935426_4627983976206696448_n.jpg,BUCsa4UAkJ7,0,GraphImage,"[""funfest"",""odysci""]",[],2017-05-13T11:10:45,[],FALSE,2017-05-13_11-10-45,naturalresourcescanada,4211313612,
92,21,1.51397E+18,Canadian Centre for Mapping & Earth Observation show off how they conduct research using at,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0e0026c9909ba5fc01cd9fca61b49c9f/5AEC3F0A/t51.2885-15/e35/18443410_293305964449877_2679494465202159616_n.jpg,BUCsmagAoH_,0,GraphImage,"[""drones"",""funfest"",""odysci""]",[],2017-05-13T11:12:20,[],FALSE,2017-05-13_11-12-20,naturalresourcescanada,4211313612,
93,12,1.51402E+18,"NRCat shows off the oldest rock in the world at , while scientists show how they date rocks using a microscope",https://instagram.fyvr3-1.fna.fbcdn.net/vp/0393e94a81e1352498b7aaa7cecce9f0/5AF94F4F/t51.2885-15/s1080x1080/e35/18443858_1276520699135676_801862173595795456_n.jpg,BUC4g9dg534,0,GraphSidecar,"[""funfest"",""gsc175"",""odysci""]",[],2017-05-13T12:56:27,[],FALSE,2017-05-13_12-56-27,naturalresourcescanada,4211313612,
94,17,1.52113E+18,Researcher Jan Klimasweski poses with the beetle.,https://instagram.fyvr3-1.fna.fbcdn.net/vp/03078568c8e263e9966cec3ccbcbc692/5AEAE2A6/t51.2885-15/e35/18581257_128218077747117_8990140696908267520_n.jpg,BUcJOjaAJA-,0,GraphImage,"[""canada150"",""insects"",""nrcansci""]",[],2017-05-23T08:23:30,[],FALSE,2017-05-23_08-23-30,naturalresourcescanada,4211313612,
95,28,1.52701E+18,People shared their thoughts about our energy future at the booth on SparkStreet during the Innovation fair.,https://instagram.fyvr3-1.fna.fbcdn.net/vp/459ebfacbc1cee185db0772ced40950e/5AF398B9/t51.2885-15/e35/18879050_761252420745292_7140896077544161280_n.jpg,BUxBXPSA61v,0,GraphImage,"[""genenergy""]",[],2017-05-31T10:58:49,[],FALSE,2017-05-31_10-58-49,naturalresourcescanada,4211313612,
96,29,1.53066E+18,"Minister Carr and delegates meet with Vice Chairman of CNPC, Wang Dongjin",https://instagram.fyvr3-1.fna.fbcdn.net/vp/73eec99889853208743672890fe3de12/5AEECDAA/t51.2885-15/e35/18950284_1908119876121389_8241940519018561536_n.jpg,BU9_QN0AuX0,1,GraphImage,"[""partners"",""canadachina""]",[],2017-06-05T11:50:31,[],FALSE,2017-06-05_11-50-31,naturalresourcescanada,4211313612,
97,14,1.53205E+18,"Min Carr and Norwegian Minister of Petroleum & Energy, Terje Søviknes, advanced mutual interests & discussed",https://instagram.fyvr3-1.fna.fbcdn.net/vp/8dca3b41e871adf5faac45062cd6cfc7/5AD85468/t51.2885-15/e35/18949808_333376180415363_3350839514749730816_n.jpg,BVC7mAVAL5-,0,GraphImage,"[""missioninnovation"",""canadachina""]",[],2017-06-07T09:54:44,[],FALSE,2017-06-07_09-54-44,naturalresourcescanada,4211313612,
98,15,1.53205E+18,"Min Carr discussed , use & storage with colleagues from US, Norway & China at IEA panel",https://instagram.fyvr3-1.fna.fbcdn.net/vp/1f35fddd2a41085fc8606207cc32e7cc/5ADDDDB0/t51.2885-15/e35/18888843_1931936963742650_8793882183497416704_n.jpg,BVC7vVYgrKv,1,GraphImage,"[""carboncapture"",""canadachina""]",[],2017-06-07T09:56:01,[],FALSE,2017-06-07_09-56-01,naturalresourcescanada,4211313612,
99,20,1.53205E+18,"Yesterday, Min Carr & Bai Chunli, President of the Chinese Academy of Sciences, discussed mutual interests related to science and tech. They then renewed the MOU on Cooperation in the Sustainable Development of",https://instagram.fyvr3-1.fna.fbcdn.net/vp/b2d47ec34d39d2554329ecf58219a793/5AE64F01/t51.2885-15/e35/18888613_347196659028641_7491141228784779264_n.jpg,BVC8GgVA36e,0,GraphImage,"[""naturalresources"",""canadachina""]",[],2017-06-07T09:59:11,[],FALSE,2017-06-07_09-59-11,naturalresourcescanada,4211313612,
100,11,1.53212E+18,Min Carr met with Minister Jiang Daming to promote bilateral trade and investment opportunities in Canada,https://instagram.fyvr3-1.fna.fbcdn.net/vp/17d295e07fa7953f155468ae508ecb5c/5AEAB9D3/t51.2885-15/e35/18950034_347608952320922_6645917821282811904_n.jpg,BVDLL59A37T,0,GraphSidecar,"[""canadachina""]",[],2017-06-07T12:10:59,[],FALSE,2017-06-07_12-10-59,naturalresourcescanada,4211313612,
