Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_shares,num_likes,Reactions_SUM,language,average_sentiment_score,sentiment,account_name,lemmatized_text,matched_keywords,category,category
10,735073999995211776,2016-05-24 11:44:33,"['https://t.co/hUWKlkVJF5', 'https://t.co/SQMgrBXhtV']",RT @MPO_DFO: Les emplois sont affichés! Répandez la nouvelle! https://t.co/hUWKlkVJF5 #PlusScience https://t.co/SQMgrBXhtV,RT Les emplois sont pandez la nouvelle https co hUWKlkVJF5 PlusScience https co SQMgrBXhtV,['#PlusScience'],13,0,13,fr,0.0,Neutral,MPO_MAR_tweeter,"['mpo_dfo', 'les', 'emploi', 'affichés', 'répandez', 'nouveau', 'httpstcohuwklkvjf5', '#plusscience', 'httpstcosqmgrbxhtv']",['emploi'],Economical,Economical
11,712380759005392896,2016-03-22 20:49:42,[],RT @FinancesCanada: Il y a d?'excellentes raisons d?'envisager l'?avenir du Canada avec confiance. #Budget2016,RT FinancesCanada Il excellentes raisons envisager avenir du Canada avec confiance Budget2016,['#Budget2016'],13,0,13,fr,0.0,Neutral,MPO_MAR_tweeter,"['ficescanada', ""d\x92'excellentes"", 'raison', ""d\x92'envisager"", ""l'\x92avenir"", 'canada', 'confiance', '#budget2016']",[],unknown,unknown
12,730132988516782080,2016-05-10 20:30:44,['https://t.co/diobHQZf\xe2\x80\xa6'],RT @MPO_DFO: Branchez-vous demain à notre évènement YouTube avec André Martel du @MuseumofNature #plusscience #OdySci https://t.co/diobHQZf…,RT Branchez vous demain notre nement YouTube avec Martel du MuseumofNature plusscience OdySci https co,"['#plusscience', '#OdySci']",12,0,12,fr,0.0,Neutral,MPO_MAR_tweeter,"['mpo_dfo', 'branchez-vous', 'demain', 'évènement', 'youtube', 'andré', 'martel', 'museumofnature', '#plusscience', '#odysci', 'httpstcodiobhqzf…']",[],unknown,unknown
13,697798621518032897,2016-02-11 15:05:30,"['https://t.co/i45vohZ7X', 'https://t.co/wS48pGxTGn']","RT @Patrimoinecdn: Où que vous soyez, participez au défi du #Drapeaucanadien https://t.co/i45vohZ7X0 https://t.co/wS48pGxTGn",RT Patrimoinecdn que vous soyez participez au fi du Drapeaucanadien https co i45vohZ7X0 https co wS48pGxTGn,['#Drapeaucanadien'],12,0,12,fr,0.0,Neutral,MPO_MAR_tweeter,"['patrimoinecdn', 'participez', 'défi', '#drapeaucanadien', 'httpstcoi45vohz7x0', 'httpstcows48pgxtgn']",['participez'],Social,Social
14,884417901352144897,2017-07-10 14:23:54,"['https://t.co/OJT3P4n0mm', 'https://t.co/KmWYAwJUVT']",RT @MPO_DFO: Nous sommes maintenant sur Facebook! Plongez dans notre contenu ?? https://t.co/OJT3P4n0mm https://t.co/KmWYAwJUVT,RT Nous sommes maintenant sur Facebook Plongez dans notre contenu https co OJT3P4n0mm https co KmWYAwJUVT,[],12,0,12,fr,0.0,Neutral,MPO_MAR_tweeter,"['mpo_dfo', 'maintet', 'facebook', 'plongez', 'contenu', 'httpstcoojt3p4n0mm', 'httpstcokmwyawjuvt']",[],unknown,unknown
15,687429900261814272,2016-01-14 00:23:54,['https://t.co/0VvvogF6HY'],"À bord du NGCC Louis S. St - Laurent , le ministre Tootoo parle avec un membre de l'équipage du Nunatsiavut , TNL https://t.co/0VvvogF6HY",bord du NGCC Louis St Laurent le ministre Tootoo parle avec un membre de quipage du Nunatsiavut TNL https co 0VvvogF6HY,[],9,3,12,fr,0.0,Neutral,MPO_MAR_tweeter,"['bord', 'ngcc', 'louis', 'laurent', 'ministre', 'tootoo', 'parle', 'membre', ""l'équipage"", 'nunatsiavut', 'tnl', 'httpstco0vvvogf6hy']",['ministre'],Economical,Economical
16,725369047475474432,2016-04-27 17:00:32,['https://t.c\xe2\x80\xa6'],RT @MPO_DFO: SVQ l’exportation du #homard constitue la plus importante @AuCanada avec plus de 2 G$ en 2015! #SEG16 #FruitsDeMer https://t.c…,RT SVQ exportation du homard constitue la plus importante AuCanada avec plus de en 2015 SEG16 FruitsDeMer https,"['#homard', '#SEG16', '#FruitsDeMer']",12,0,12,fr,0.0,Neutral,MPO_MAR_tweeter,"['mpo_dfo', 'svq', ""l'exportation"", '#homard', 'constitue', 'plus', 'importante', 'aucanada', 'plus', 'gramme', '2015', '#seg16', '#fruitsdemer', 'httpstc…']",[],unknown,unknown
17,777917410183708672,2016-09-19 17:08:58,['https://t.co/ldoAUwEz0N'],RT @MPO_DFO: #Fier de l’équipe #CanArctique @MPO_Science @GCC_CCG @RNCan @CanadaPF @environnementca @polarforskning https://t.co/ldoAUwEz0N,RT Fier de quipe CanArctique RNCan CanadaPF environnementca polarforskning https co ldoAUwEz0N,"['#Fier', '#CanArctique']",11,0,11,fr,0.0,Neutral,MPO_MAR_tweeter,"['mpo_dfo', '#fier', ""l'équipe"", '#canarctique', 'mpo_science', 'gcc_ccg', 'rncan', 'canadapf', 'environnementca', 'polarforskning', 'httpstcoldoauwez0n']",[],unknown,unknown
18,900372320438693889,2017-08-23 15:01:03,"['https://t.co/2CZadmblFo', 'https://t.co/O9GoGhtWxF']","#RespecterLesBaleines, le faites-vous? Renseignez-vous sur nos directives ici https://t.co/2CZadmblFo https://t.co/O9GoGhtWxF",RespecterLesBaleines faites Renseignez directives ici https co 2CZadmblFo https co O9GoGhtWxF,['#RespecterLesBaleines'],9,2,11,fr,0.0,Neutral,MPO_MAR_tweeter,"['#respecterlesbaleines', 'faites-vous', 'renseignez-vous', 'directive', 'ici', 'httpstco2czadmblfo', 'httpstcoo9goghtwxf']",[],unknown,unknown
19,733751065187880960,2016-05-20 20:07:41,['https://t.co/ePSnsqaVHx'],"Le ministre Tootoo visite les installations portuaires à Eastern Passage, N-É https://t.co/ePSnsqaVHx",Le ministre Tootoo visite les installations portuaires Eastern Passage https co ePSnsqaVHx,[],5,6,11,fr,0.0,Neutral,MPO_MAR_tweeter,"['ministre', 'tootoo', 'visite', 'les', 'installation', 'portuaires', 'eastern', 'passage', 'n-é', 'httpstcoepsnsqavhx']","['ministre', 'visite']",Social,Social
20,729647306505588736,2016-05-09 12:20:48,"['https://t.co/051sapH2nW', 'https://t.\xe2\x80\xa6']",RT @MPO_DFO: Nous avons prévu un événement intéressant! Encerclez la date dans votre calendrier! #OdySci https://t.co/051sapH2nW https://t.…,RT Nous avons vu un nement ressant Encerclez la date dans votre calendrier OdySci https co 051sapH2nW https,['#OdySci'],11,0,11,fr,0.0,Neutral,MPO_MAR_tweeter,"['mpo_dfo', 'prévu', 'événement', 'intéressant', 'encerclez', 'date', 'calendrier', '#odysci', 'httpstco051saph2nw', 'httpst…']",['événement'],Social,Social
21,725369275221983232,2016-04-27 17:01:26,"['https://t.co/8lYjlHRRYT', 'https://t.co/b9xllcq1pX']",RT @MPO_DFO: Le  Canada travaille fort pour que ses pêches continuent à être durables #SEG16 https://t.co/8lYjlHRRYT https://t.co/b9xllcq1pX,RT Le Canada travaille fort pour que ses continuent durables SEG16 https co 8lYjlHRRYT https co b9xllcq1pX,['#SEG16'],10,0,10,fr,0.0,Neutral,MPO_MAR_tweeter,"['mpo_dfo', 'canada', 'travaille', 'fort', 'pêche', 'continuent', 'être', 'durables', '#seg16', 'httpstco8lyjlhrryt', 'httpstcob9xllcq1px']",[],unknown,unknown
22,706223302918938625,2016-03-05 21:02:11,[],RT @MPO_DFO: 76000 Canadiens gagnent leur vie grâce à la #pêche ou aux activités connexes #PêcheEnBref,RT 76000 Canadiens gagnent leur vie ce la ou aux connexes,"['#p', '#P']",10,0,10,fr,0.0,Neutral,MPO_MAR_tweeter,"['mpo_dfo', '76000', 'canadien', 'gagnent', 'vie', 'grâce', '#pêche', 'activité', 'connexes', '#pêcheenbref']","['vie', 'activité', '#pêcheenbref']",Social,Social
23,740555144513900544,2016-06-08 14:44:39,['https://t.co/M4Y\xe2\x80\xa6'],RT @salledepresseGC: Min. LeBlanc dévoile plan pour atteindre objectifs conservation marine du Can. #JournéeMondialeOcéans https://t.co/M4Y…,RT salledepresseGC Min LeBlanc voile plan pour atteindre objectifs conservation marine du ans https co,['#Journ'],10,0,10,fr,0.0,Neutral,MPO_MAR_tweeter,"['salledepressegc', 'min', 'leblanc', 'dévoile', 'plan', 'atteindre', 'objectif', 'conservation', 'marine', 'can', '#journéemondialeocéans', 'httpstcom4y…']","['conservation', 'marine', '#journéemondialeocéans']",Environmental,Environmental
24,723584832215912448,2016-04-22 18:50:42,['https://t.c\xe2\x80\xa6'],RT @MPO_DFO: C’est le #JourDeLaTerre! Voici l’oppor-thon-ité d’en savoir plus sur la protection des eaux canadiennes par le MPO https://t.c…,RT est le JourDeLaTerre Voici oppor thon en savoir plus sur la protection des eaux canadiennes par le MPO https,['#JourDeLaTerre'],9,0,9,fr,0.0,Neutral,MPO_MAR_tweeter,"['mpo_dfo', ""c'est"", '#jourdelaterre', 'voici', ""l'oppor-thon-ité"", ""d'en"", 'savoir', 'plus', 'protection', 'eau', 'canadien', 'mpo', 'httpstc…']","['eau', 'mpo']",Environmental,Environmental
25,890633840007532544,2017-07-27 18:03:49,['https://t.co/MKzATENvy'],"RT @MPO_DFO: Ensemble, protégeons les poissons et leur habitat! #ParlonsHabitatDuPoisson #LoiSurLesPêches ? https://t.co/MKzATENvy8",RT Ensemble geons les poissons et leur habitat ParlonsHabitatDuPoisson https co MKzATENvy8,"['#ParlonsHabitatDuPoisson', '#LoiSurLesP']",9,0,9,fr,0.0,Neutral,MPO_MAR_tweeter,"['mpo_dfo', 'ensemble', 'protégeons', 'les', 'poisson', 'habitat', '#parlonshabitatdupoisson', '#loisurlespêches', 'httpstcomkzatenvy8']",[],unknown,unknown
26,922944019256225792,2017-10-24 21:52:56,['https://t.co/HbyA\xe2\x80\xa6'],"RT @MPO_Science: Merci à toutes les chercheuses ? qui contribuent à l’excellence de la science au Canada #PrendreSaPlace
 https://t.co/HbyA…",RT Merci toutes les chercheuses qui contribuent excellence de la science au Canada PrendreSaPlace https co,['#PrendreSaPlace'],9,0,9,fr,0.0,Neutral,MPO_MAR_tweeter,"['mpo_science', 'merci', 'toutes', 'les', 'chercheur', 'contribuent', ""l'excellence"", 'science', 'canada', '#prendresaplace', 'httpstcohbya…']",[],unknown,unknown
27,707271956937183232,2016-03-08 18:29:09,['https://t.co/HfdfmT6Gr7'],RT @GCC_CCG: L’autonomisation des femmes d’après Jody Thomas de la @GCC_CCG #Journéedelafemme https://t.co/HfdfmT6Gr7,RT autonomisation des femmes Jody Thomas de la edelafemme https co HfdfmT6Gr7,['#Journ'],9,0,9,fr,0.0,Neutral,MPO_MAR_tweeter,"['gcc_ccg', ""l'autonomisation"", 'femme', ""d'après"", 'jody', 'thomas', 'gcc_ccg', '#journéedelafemme', 'httpstcohfdfmt6gr7']",['femme'],Social,Social
28,810873499854192640,2016-12-19 15:44:42,['https://t.co/l4cvnbdDZl'],"Travaux de radoub sur le NGCC #Hudson finiront à la fin du printemps 2017, après le navire retourne en Atlantique pour son programme d'été https://t.co/l4cvnbdDZl",Travaux de radoub sur le NGCC Hudson finiront la fin du printemps 2017 le navire retourne en Atlantique pour son programme https co l4cvnbdDZl,['#Hudson'],6,3,9,fr,0.0,Neutral,MPO_MAR_tweeter,"['travail', 'radoub', 'ngcc', '#hudson', 'finiront', 'fin', 'printemps', '2017', 'après', 'navire', 'retourne', 'atlantique', 'programme', ""d'été"", 'httpstcol4cvnbddzl']",[],unknown,unknown
29,893137725297176576,2017-08-03 15:53:22,[],"RT @MPO_DFO: Min. LeBlanc: ""Nous collaborons avec @Transports_gc pour préparer le départ des baleines noires du golfe de St-Laurent.""",RT Min LeBlanc Nous collaborons avec pour parer le part des baleines noires du golfe de St Laurent,[],9,0,9,fr,0.0,Neutral,MPO_MAR_tweeter,"['mpo_dfo', 'min', 'leblanc', 'collaborons', 'transports_gc', 'préparer', 'départ', 'baleine', 'noire', 'golfe', 'st-laurent']",[],unknown,unknown
30,709708054326018048,2016-03-15 11:49:20,['https://t.co/B\xe2\x80\xa6'],RT @GCC_CCG: La @GCC_CCG embauche maintenant pour les Services de communications et de trafic maritimes #SCTM. Postulez ici: https://t.co/B…,RT La embauche maintenant pour les Services de communications et de trafic maritimes SCTM Postulez ici https co,['#SCTM'],9,0,9,fr,0.0,Neutral,MPO_MAR_tweeter,"['gcc_ccg', 'gcc_ccg', 'embauche', 'maintet', 'les', 'service', 'communication', 'trafic', 'maritime', '#sctm', 'postulez', 'ici', 'httpstcob…']",['maritime'],Environmental,Environmental
31,693824824594948098,2016-01-31 15:55:03,[],"RT @JTFAtlantic: Des pêcheurs abandonné leur vaisseau hier, #JRCCHalifax a assigné Cormorant &amp; Hercules du #413Esc et @GCC_CCG à la recherc…",RT JTFAtlantic Des leur vaisseau hier JRCCHalifax Cormorant amp Hercules du 413Esc et la,"['#JRCCHalifax', '#413Esc']",9,0,9,fr,0.0,Neutral,MPO_MAR_tweeter,"['jtfatlantic', 'pêcheur', 'abandonné', 'vaisseau', 'hier', '#jrcchalifax', 'assigné', 'cormorant', 'amp', 'hercule', '#413esc', 'gcc_ccg', 'recherc…']",[],unknown,unknown
32,740549566303490048,2016-06-08 14:22:30,['https://t\xe2\x80\xa6'],RT @MPO_DFO: AROC réunit les experts océanographes du Can. pour collaborer dans des domaines d'intérêt commun. Voici les membres! https://t…,RT AROC unit les experts anographes du pour collaborer dans des domaines commun Voici les membres https,[],9,0,9,fr,0.0,Neutral,MPO_MAR_tweeter,"['mpo_dfo', 'aroc', 'réunit', 'les', 'expert', 'océanographe', 'can', 'collaborer', 'domaine', ""d'intérêt"", 'commun', 'voici', 'les', 'membre', 'httpst…']",[],unknown,unknown
33,895053914697068545,2017-08-08 22:47:37,['https://t.co/U60sUqSN94'],"RT @MPO_DFO: Hé, Canada #Parlonsbaleines! Certaines de nos baleines sont menacées. Comment pouvez-vous aider? https://t.co/U60sUqSN94",RT Canada Parlonsbaleines Certaines de nos baleines sont es Comment pouvez vous aider https co U60sUqSN94,['#Parlonsbaleines'],9,0,9,fr,0.0,Neutral,MPO_MAR_tweeter,"['mpo_dfo', 'canada', '#parlonsbaleines', 'certaines', 'baleine', 'menacées', 'comment', 'pouvez-vous', 'aider', 'httpstcou60suqsn94']",['aider'],Social,Social
34,693824741929385985,2016-01-31 15:54:43,[],RT @JTFAtlantic: #JRCCHalifax a assigné un Cormorant et Hercules du #413Esc et @GCC_CCG Spray à la recherche du vaisseau de pêche à 16MN N-…,RT JTFAtlantic JRCCHalifax un Cormorant et Hercules du 413Esc et Spray la recherche du vaisseau de 16MN,"['#JRCCHalifax', '#413Esc']",9,0,9,fr,0.0,Neutral,MPO_MAR_tweeter,"['jtfatlantic', '#jrcchalifax', 'assigné', 'cormorant', 'hercule', '#413esc', 'gcc_ccg', 'spray', 'recherche', 'vaisseau', 'pêche', '16mn', 'n-…']",[],unknown,unknown
35,723586812569116672,2016-04-22 18:58:34,['https://t.co/Kvrrql3g3'],RT @MPO_DFO: Joyeux #JourDeLaTerre!? Voyez comment le MPO protège nos océans : https://t.co/Kvrrql3g3U,RT Joyeux JourDeLaTerre Voyez comment le MPO ge nos ans https co Kvrrql3g3U,['#JourDeLaTerre'],9,0,9,fr,0.0,Neutral,MPO_MAR_tweeter,"['mpo_dfo', 'joyeux', '#jourdelaterre?', 'voyez', 'comment', 'mpo', 'protège', 'océan', 'httpstcokvrrql3g3u']","['mpo', 'océan']",Environmental,Environmental
36,695731208500727808,2016-02-05 22:10:20,['https://t.co/Naw9\xe2\x80\xa6'],RT @MPO_Golfe: Tout un contraste! Regardez ces images par #NasaWorldView de la couche de glace d’aujourd’hui vs fév. 2015 https://t.co/Naw9…,RT Tout un contraste Regardez ces images par NasaWorldView de la couche de glace hui vs 2015 https co,['#NasaWorldView'],9,0,9,fr,0.0,Neutral,MPO_MAR_tweeter,"['mpo_golfe', 'tout', 'contraste', 'regardez', 'image', '#nasaworldview', 'couche', 'glace', ""d'aujourd'hui"", 'fév', '2015', 'httpstconaw9…']",[],unknown,unknown
37,875491024390557696,2017-06-15 23:11:40,['https://t.c\xe2\x80\xa6'],RT @MPO_DFO: Les 21 &amp; 22 juin se tiendront des séances d’info publiques sur les modifications proposées à la Loi sur les océans https://t.c…,RT Les 21 amp 22 juin se tiendront des ances info publiques sur les modifications es la Loi sur les ans https,[],9,0,9,fr,0.0,Neutral,MPO_MAR_tweeter,"['mpo_dfo', 'les', 'amp', 'juin', 'tiendront', 'séance', ""d'info"", 'publiques', 'les', 'modification', 'proposées', 'loi', 'les', 'océan', 'httpstc…']",['océan'],Environmental,Environmental
38,697798517306347520,2016-02-11 15:05:05,[],"RT @MPO_DFO: #Fiers de nos femmes scientifiques qui travaillent à comprendre, gérer &amp; protéger nos océans &amp; ressources marines #FemmesdeSci…",RT Fiers de nos femmes scientifiques qui travaillent comprendre rer amp ger nos ans amp ressources marines,"['#Fiers', '#FemmesdeSci']",9,0,9,fr,0.0,Neutral,MPO_MAR_tweeter,"['mpo_dfo', '#fiers', 'femme', 'scientifique', 'travaillent', 'comprendre', 'gérer', 'amp', 'protéger', 'océan', 'amp', 'ressource', 'marine', '#femmesdesci…']","['femme', 'scientifique', 'scientifique', 'scientifique', 'protéger', 'océan', 'ressource', 'marine']",Environmental,Environmental
39,697852654043664384,2016-02-11 18:40:12,"['https://t.co/sVVHtKklLF', 'https://t\xe2\x80\xa6']",RT @MPO_DFO: Nellie Gagné fait la recherche sur les maladies d'animaux aquatiques #Femmesdescience vidéo: https://t.co/sVVHtKklLF https://t…,RT Nellie fait la recherche sur les maladies animaux aquatiques Femmesdescience https co sVVHtKklLF https,['#Femmesdescience'],9,0,9,fr,0.0,Neutral,MPO_MAR_tweeter,"['mpo_dfo', 'nellie', 'gagné', 'fait', 'recherche', 'les', 'maladie', ""d'animaux"", 'aquatiques', '#femmesdescience', 'vidéo', 'httpstcosvvhtkkllf', 'httpst…']",[],unknown,unknown
40,820772988748464133,2017-01-15 23:21:44,[],RT @Min_LeBlanc: Cette semaine j'ai eu le privilège de visiter le poste de commandement du lieu d'incident. Honoré d’avoir pu rencontrer l'…,RT Cette semaine ai eu le ge de visiter le poste de commandement du lieu incident avoir pu rencontrer,[],8,0,8,fr,0.0,Neutral,MPO_MAR_tweeter,"['min_leblanc', 'cette', 'semaine', ""j'ai"", 'privilège', 'visiter', 'poste', 'commandement', 'lieu', ""d'incident"", 'honoré', ""d'avoir"", 'rencontrer', ""l'…""]",[],unknown,unknown
41,701803574821527553,2016-02-22 16:19:45,[],RT @JTFAtlantic: #JRCCHalifax #JRCCGreenland ont envoyé 4 pompes au bateau de pêche en détresse. L'équipage a confirmé que les pompes fonct…,RT JTFAtlantic JRCCHalifax JRCCGreenland ont pompes au bateau de en tresse quipage que les pompes,"['#JRCCHalifax', '#JRCCGreenland']",8,0,8,fr,0.0,Neutral,MPO_MAR_tweeter,"['jtfatlantic', '#jrcchalifax', '#jrccgreenland', 'envoyé', 'pompes', 'bateau', 'pêche', 'détresse', ""l'équipage"", 'confirmé', 'les', 'pompes', 'fonct…']",[],unknown,unknown
42,707949819755687936,2016-03-10 15:22:44,"['https://t.co/QxRLLge0e', 'https://t.co/4kShoWfOn']",RT @MPO_DFO: Consultez notre galerie de photos du ministre Tootoo à la #SENA16 à Boston https://t.co/QxRLLge0e0 https://t.co/4kShoWfOnd,RT Consultez notre galerie de photos du ministre Tootoo la SENA16 Boston https co QxRLLge0e0 https co 4kShoWfOnd,['#SENA16'],8,0,8,en,0.0,Neutral,MPO_MAR_tweeter,"['mpo_dfo', 'consultez', 'galerie', 'photo', 'ministre', 'tootoo', '#sena16', 'boston', 'httpstcoqxrllge0e0', 'httpstco4kshowfond']","['galerie', 'ministre']",Social,Social
43,701803434048102400,2016-02-22 16:19:12,[],RT @JTFAtlantic: #JRCCHalifax travaille en collaboration avec #JRCCGreenland pour coordonner la #SAR pour un bateau de pêche à 220 NM de Nu…,RT JTFAtlantic JRCCHalifax travaille en collaboration avec JRCCGreenland pour coordonner la SAR pour un bateau de 220 NM de,"['#JRCCHalifax', '#JRCCGreenland', '#SAR']",8,0,8,fr,0.0,Neutral,MPO_MAR_tweeter,"['jtfatlantic', '#jrcchalifax', 'travaille', 'collaboration', '#jrccgreenland', 'coordonner', '#sar', 'bateau', 'pêche', '220', 'nu…']",['collaboration'],Social,Social
44,701768850853990400,2016-02-22 14:01:46,[],RT @JTFAtlantic: #JRCCHalifax envoie le C130 Herc #413Esc &amp; le Louis St. Laurent @CCG_GCC à 280 nm à l'est d'Iqaluit pour un bâteau de pêch…,RT JTFAtlantic JRCCHalifax envoie le C130 Herc 413Esc amp le Louis St Laurent 280 nm est Iqaluit pour un teau de,"['#JRCCHalifax', '#413Esc']",8,0,8,fr,0.0,Neutral,MPO_MAR_tweeter,"['jtfatlantic', '#jrcchalifax', 'envoie', 'c130', 'herc', '#413esc', 'amp', 'louis', 'laurent', 'ccg_gcc', '280', ""l'est"", ""d'iqaluit"", 'bâteau', 'pêch…']",[],unknown,unknown
